Datetime,Generated power_1481 (kW),Ambient temperature_1482 (degree C),Irradiance_1483 (W/m2),PV module temperature_1484 (C)
2022-02-01 00:00:00,0.0,26.43,,26.43
2022-02-01 00:15:00,0.0,26.4167,,26.4167
2022-02-01 00:30:00,0.0,26.39,,26.39
2022-02-01 00:45:00,0.0,26.31,,26.31
2022-02-01 01:00:00,0.0,26.3067,,26.3067
2022-02-01 01:15:00,0.0,26.3067,,26.3067
2022-02-01 01:30:00,0.0,26.34,,26.34
2022-02-01 01:45:00,0.0,26.3,,26.3
2022-02-01 02:00:00,0.0,26.2467,,26.2467
2022-02-01 02:15:00,0.0,26.2367,,26.2367
2022-02-01 02:30:00,0.0,26.1167,,26.1167
2022-02-01 02:45:00,0.0,26.0567,,26.0567
2022-02-01 03:00:00,0.0,26.0367,,26.0367
2022-02-01 03:15:00,0.0,26.0233,,26.0233
2022-02-01 03:30:00,0.0,25.9033,,25.9033
2022-02-01 03:45:00,0.0,25.9333,,25.9333
2022-02-01 04:00:00,0.0,25.8767,,25.8767
2022-02-01 04:15:00,0.0,25.8,,25.8
2022-02-01 04:30:00,0.0,25.8267,,25.8267
2022-02-01 04:45:00,0.0,25.81,,25.81
2022-02-01 05:00:00,0.0,25.7433,,25.7433
2022-02-01 05:15:00,0.0,25.7567,,25.7567
2022-02-01 05:30:00,0.0,25.7133,,25.7133
2022-02-01 05:45:00,0.0,25.7867,,25.7867
2022-02-01 06:00:00,0.0,25.6367,,25.6367
2022-02-01 06:15:00,0.0,25.64,,25.64
2022-02-01 06:30:00,0.4,25.7333,2.0,25.7333
2022-02-01 06:45:00,2.4,25.8,9.0,25.8
2022-02-01 07:00:00,8.0,26.1233,30.0,26.1233
2022-02-01 07:15:00,10.4,27.08,44.0,27.08
2022-02-01 07:30:00,16.0,27.71,63.0,27.71
2022-02-01 07:45:00,22.8,28.5067,89.0,28.5067
2022-02-01 08:00:00,36.0,30.3567,132.0,30.3567
2022-02-01 08:15:00,52.4,32.2433,193.0,32.2433
2022-02-01 08:30:00,48.4,32.9133,178.0,32.9133
2022-02-01 08:45:00,69.2,35.0167,267.0,35.0167
2022-02-01 09:00:00,72.0,35.3067,291.0,35.3067
2022-02-01 09:15:00,92.0,36.5333,351.0,36.5333
2022-02-01 09:30:00,88.0,35.9733,320.0,35.9733
2022-02-01 09:45:00,92.0,38.8133,368.0,38.8133
2022-02-01 10:00:00,140.0,39.86,474.0,39.86
2022-02-01 10:15:00,168.0,43.6033,601.0,43.6033
2022-02-01 10:30:00,204.0,47.21,698.0,47.21
2022-02-01 10:45:00,196.0,48.97,735.0,48.97
2022-02-01 11:00:00,212.0,50.3267,763.0,50.3267
2022-02-01 11:15:00,188.0,51.6433,713.0,51.6433
2022-02-01 11:30:00,160.0,48.0467,601.0,48.0467
2022-02-01 11:45:00,168.0,47.04,643.0,47.04
2022-02-01 12:00:00,168.0,47.8633,646.0,47.8633
2022-02-01 12:15:00,136.0,46.1333,535.0,46.1333
2022-02-01 12:30:00,216.0,46.4667,799.0,46.4667
2022-02-01 12:45:00,152.0,47.49,591.0,47.49
2022-02-01 13:00:00,148.0,45.6767,513.0,45.6767
2022-02-01 13:15:00,168.0,44.8167,608.0,44.8167
2022-02-01 13:30:00,220.0,50.2367,816.0,50.2367
2022-02-01 13:45:00,144.0,49.0067,583.0,49.0067
2022-02-01 14:00:00,184.0,47.0267,640.0,47.0267
2022-02-01 14:15:00,140.0,47.7133,518.0,47.7133
2022-02-01 14:30:00,168.0,47.2133,570.0,47.2133
2022-02-01 14:45:00,156.0,46.7967,570.0,46.7967
2022-02-01 15:00:00,148.0,45.92,520.0,45.92
2022-02-01 15:15:00,148.0,45.55,513.0,45.55
2022-02-01 15:30:00,128.0,45.1933,451.0,45.1933
2022-02-01 15:45:00,112.0,43.6967,399.0,43.6967
2022-02-01 16:00:00,92.0,42.3267,346.0,42.3267
2022-02-01 16:15:00,76.0,41.2967,300.0,41.2967
2022-02-01 16:30:00,60.0,39.0333,244.0,39.0333
2022-02-01 16:45:00,36.0,37.7367,189.0,37.7367
2022-02-01 17:00:00,28.0,36.1,150.0,36.1
2022-02-01 17:15:00,20.0,34.5,105.0,34.5
2022-02-01 17:30:00,8.0,32.74,61.0,32.74
2022-02-01 17:45:00,8.0,30.62,26.0,30.62
2022-02-01 18:00:00,0.0,29.4367,8.0,29.4367
2022-02-01 18:15:00,0.0,28.7267,0.0,28.7267
2022-02-01 18:30:00,0.0,28.2633,,28.2633
2022-02-01 18:45:00,0.0,27.98,,27.98
2022-02-01 19:00:00,0.0,27.8733,,27.8733
2022-02-01 19:15:00,0.0,27.7867,,27.7867
2022-02-01 19:30:00,0.0,27.67,,27.67
2022-02-01 19:45:00,0.0,27.5833,,27.5833
2022-02-01 20:00:00,0.0,27.4467,,27.4467
2022-02-01 20:15:00,0.0,27.2867,,27.2867
2022-02-01 20:30:00,0.0,27.2833,,27.2833
2022-02-01 20:45:00,0.0,27.3367,,27.3367
2022-02-01 21:00:00,0.0,27.29,,27.29
2022-02-01 21:15:00,0.0,27.2,,27.2
2022-02-01 21:30:00,0.0,27.1078,,27.1078
2022-02-01 21:45:00,0.0,27.13,,27.13
2022-02-01 22:00:00,0.0,27.03,,27.03
2022-02-01 22:15:00,0.0,27.08,,27.08
2022-02-01 22:30:00,0.0,27.05,,27.05
2022-02-01 22:45:00,0.0,27.0733,,27.0733
2022-02-01 23:00:00,0.0,27.0567,,27.0567
2022-02-01 23:15:00,0.0,26.92,,26.92
2022-02-01 23:30:00,0.0,26.9933,,26.9933
2022-02-01 23:45:00,0.0,27.13,,27.13
2022-02-02 00:00:00,0.0,27.54,,27.54
2022-02-02 00:15:00,0.0,27.7067,,27.7067
2022-02-02 00:30:00,0.0,27.3733,,27.3733
2022-02-02 00:45:00,0.0,27.45,,27.45
2022-02-02 01:00:00,0.0,27.2133,,27.2133
2022-02-02 01:15:00,0.0,26.8767,,26.8767
2022-02-02 01:30:00,0.0,26.7933,,26.7933
2022-02-02 01:45:00,0.0,26.6567,,26.6567
2022-02-02 02:00:00,0.0,26.4867,,26.4867
2022-02-02 02:15:00,0.0,26.3333,,26.3333
2022-02-02 02:30:00,0.0,26.2,,26.2
2022-02-02 02:45:00,0.0,26.0567,,26.0567
2022-02-02 03:00:00,0.0,26.12,,26.12
2022-02-02 03:15:00,0.0,26.0767,,26.0767
2022-02-02 03:30:00,0.0,26.13,,26.13
2022-02-02 03:45:00,0.0,26.1467,,26.1467
2022-02-02 04:00:00,0.0,26.11,,26.11
2022-02-02 04:15:00,0.0,26.17,,26.17
2022-02-02 04:30:00,0.0,26.07,,26.07
2022-02-02 04:45:00,0.0,25.95,,25.95
2022-02-02 05:00:00,0.0,25.89,,25.89
2022-02-02 05:15:00,0.0,25.9467,,25.9467
2022-02-02 05:30:00,0.0,26.0833,,26.0833
2022-02-02 05:45:00,0.0,26.0,,26.0
2022-02-02 06:00:00,0.0,25.8933,,25.8933
2022-02-02 06:15:00,0.0,25.88,,25.88
2022-02-02 06:30:00,0.0,25.9067,0.0,25.9067
2022-02-02 06:45:00,2.0,26.0767,7.0,26.0767
2022-02-02 07:00:00,5.6,26.3567,23.0,26.3567
2022-02-02 07:15:00,10.8,26.7667,41.0,26.7667
2022-02-02 07:30:00,17.6,27.9367,66.0,27.9367
2022-02-02 07:45:00,31.2,29.3867,107.0,29.3867
2022-02-02 08:00:00,48.0,31.5233,201.0,31.5233
2022-02-02 08:15:00,64.0,33.21,248.0,33.21
2022-02-02 08:30:00,72.0,35.4333,272.0,35.4333
2022-02-02 08:45:00,93.6,36.4067,344.0,36.4067
2022-02-02 09:00:00,104.0,38.85,398.0,38.85
2022-02-02 09:15:00,120.0,40.7033,454.0,40.7033
2022-02-02 09:30:00,116.0,42.2733,409.0,42.2733
2022-02-02 09:45:00,100.0,39.94,366.0,39.94
2022-02-02 10:00:00,124.0,42.1867,456.0,42.1867
2022-02-02 10:15:00,60.0,37.9133,221.0,37.9133
2022-02-02 10:30:00,84.0,36.31,325.0,36.31
2022-02-02 10:45:00,176.0,41.71,602.0,41.71
2022-02-02 11:00:00,108.0,45.2633,402.0,45.2633
2022-02-02 11:15:00,148.0,42.7167,522.0,42.7167
2022-02-02 11:30:00,196.0,48.4567,767.0,48.4567
2022-02-02 11:45:00,140.0,47.08,496.0,47.08
2022-02-02 12:00:00,156.0,47.3,576.0,47.3
2022-02-02 12:15:00,200.0,48.6867,720.0,48.6867
2022-02-02 12:30:00,220.0,51.1933,818.0,51.1933
2022-02-02 12:45:00,176.0,52.29,656.0,52.29
2022-02-02 13:00:00,144.0,48.4533,539.0,48.4533
2022-02-02 13:15:00,152.0,47.6867,558.0,47.6867
2022-02-02 13:30:00,220.0,50.6833,817.0,50.6833
2022-02-02 13:45:00,156.0,49.15,585.0,49.15
2022-02-02 14:00:00,144.0,46.59,550.0,46.59
2022-02-02 14:15:00,144.0,45.97,541.0,45.97
2022-02-02 14:30:00,100.0,41.7,369.0,41.7
2022-02-02 14:45:00,112.0,41.42,436.0,41.42
2022-02-02 15:00:00,124.0,42.9633,445.0,42.9633
2022-02-02 15:15:00,56.0,38.4433,209.0,38.4433
2022-02-02 15:30:00,52.0,35.0267,195.0,35.0267
2022-02-02 15:45:00,116.0,37.6333,400.0,37.6333
2022-02-02 16:00:00,88.0,39.75,309.0,39.75
2022-02-02 16:15:00,76.0,40.5233,314.0,40.5233
2022-02-02 16:30:00,60.0,38.23,243.0,38.23
2022-02-02 16:45:00,36.0,37.4667,176.0,37.4667
2022-02-02 17:00:00,32.0,34.8067,147.0,34.8067
2022-02-02 17:15:00,20.0,32.6033,80.0,32.6033
2022-02-02 17:30:00,16.0,31.4767,82.0,31.4767
2022-02-02 17:45:00,8.0,30.5333,32.0,30.5333
2022-02-02 18:00:00,0.0,29.56,8.0,29.56
2022-02-02 18:15:00,0.0,28.7867,0.0,28.7867
2022-02-02 18:30:00,0.0,28.31,,28.31
2022-02-02 18:45:00,0.0,28.0533,,28.0533
2022-02-02 19:00:00,0.0,27.8867,,27.8867
2022-02-02 19:15:00,0.0,27.6533,,27.6533
2022-02-02 19:30:00,0.0,27.5633,,27.5633
2022-02-02 19:45:00,0.0,27.4967,,27.4967
2022-02-02 20:00:00,0.0,27.4133,,27.4133
2022-02-02 20:15:00,0.0,27.43,,27.43
2022-02-02 20:30:00,0.0,27.39,,27.39
2022-02-02 20:45:00,0.0,27.26,,27.26
2022-02-02 21:00:00,0.0,27.2,,27.2
2022-02-02 21:15:00,0.0,27.0867,,27.0867
2022-02-02 21:30:00,0.0,27.1567,,27.1567
2022-02-02 21:45:00,0.0,27.3967,,27.3967
2022-02-02 22:00:00,0.0,27.3533,,27.3533
2022-02-02 22:15:00,0.0,27.12,,27.12
2022-02-02 22:30:00,0.0,26.9267,,26.9267
2022-02-02 22:45:00,0.0,26.9933,,26.9933
2022-02-02 23:00:00,0.0,26.91,,26.91
2022-02-02 23:15:00,0.0,26.9667,,26.9667
2022-02-02 23:30:00,0.0,27.0933,,27.0933
2022-02-02 23:45:00,0.0,27.0767,,27.0767
2022-02-03 00:00:00,0.0,26.9167,,26.9167
2022-02-03 00:15:00,0.0,26.8567,,26.8567
2022-02-03 00:30:00,0.0,27.0933,,27.0933
2022-02-03 00:45:00,0.0,27.2467,,27.2467
2022-02-03 01:00:00,0.0,27.5067,,27.5067
2022-02-03 01:15:00,0.0,27.5333,,27.5333
2022-02-03 01:30:00,0.0,27.2567,,27.2567
2022-02-03 01:45:00,0.0,26.8167,,26.8167
2022-02-03 02:00:00,0.0,26.4067,,26.4067
2022-02-03 02:15:00,0.0,26.25,,26.25
2022-02-03 02:30:00,0.0,25.9933,,25.9933
2022-02-03 02:45:00,0.0,25.9967,,25.9967
2022-02-03 03:00:00,0.0,26.04,,26.04
2022-02-03 03:15:00,0.0,26.0033,,26.0033
2022-02-03 03:30:00,0.0,25.7711,,25.7711
2022-02-03 03:45:00,0.0,25.5533,,25.5533
2022-02-03 04:00:00,0.0,25.4967,,25.4967
2022-02-03 04:15:00,0.0,25.6233,,25.6233
2022-02-03 04:30:00,0.0,25.96,,25.96
2022-02-03 04:45:00,0.0,26.51,,26.51
2022-02-03 05:00:00,0.0,26.25,,26.25
2022-02-03 05:15:00,0.0,26.4367,,26.4367
2022-02-03 05:30:00,0.0,26.59,0.0,26.59
2022-02-03 05:45:00,0.0,26.3833,,26.3833
2022-02-03 06:00:00,0.0,25.98,,25.98
2022-02-03 06:15:00,0.0,25.9733,,25.9733
2022-02-03 06:30:00,0.0,25.73,0.0,25.73
2022-02-03 06:45:00,1.6,25.7167,6.0,25.7167
2022-02-03 07:00:00,4.8,26.3,17.0,26.3
2022-02-03 07:15:00,16.8,26.72,59.0,26.72
2022-02-03 07:30:00,30.8,27.8967,106.0,27.8967
2022-02-03 07:45:00,50.8,30.8433,172.0,30.8433
2022-02-03 08:00:00,34.4,33.4167,146.0,33.4167
2022-02-03 08:15:00,23.6,31.2133,91.0,31.2133
2022-02-03 08:30:00,59.2,32.03,228.0,32.03
2022-02-03 08:45:00,42.0,34.5967,170.0,34.5967
2022-02-03 09:00:00,44.0,33.2633,155.0,33.2633
2022-02-03 09:15:00,36.0,32.57,140.0,32.57
2022-02-03 09:30:00,96.0,31.2133,321.0,31.2133
2022-02-03 09:45:00,172.0,38.94,609.0,38.94
2022-02-03 10:00:00,172.0,45.28,626.0,45.28
2022-02-03 10:15:00,188.0,48.5767,658.0,48.5767
2022-02-03 10:30:00,172.0,48.6533,624.0,48.6533
2022-02-03 10:45:00,192.0,49.3733,709.0,49.3733
2022-02-03 11:00:00,176.0,48.5133,646.0,48.5133
2022-02-03 11:15:00,204.0,50.34,736.0,50.34
2022-02-03 11:30:00,168.0,51.0533,644.0,51.0533
2022-02-03 11:45:00,152.0,47.21,570.0,47.21
2022-02-03 12:00:00,144.0,47.8733,521.0,47.8733
2022-02-03 12:15:00,172.0,46.7233,585.0,46.7233
2022-02-03 12:30:00,212.0,51.1667,776.0,51.1667
2022-02-03 12:45:00,168.0,50.41,644.0,50.41
2022-02-03 13:00:00,180.0,52.5867,675.0,52.5867
2022-02-03 13:15:00,216.0,50.16,775.0,50.16
2022-02-03 13:30:00,196.0,53.0633,698.0,53.0633
2022-02-03 13:45:00,180.0,50.0,669.0,50.0
2022-02-03 14:00:00,192.0,50.13,696.0,50.13
2022-02-03 14:15:00,188.0,51.0567,671.0,51.0567
2022-02-03 14:30:00,176.0,49.5667,633.0,49.5667
2022-02-03 14:45:00,168.0,49.5533,592.0,49.5533
2022-02-03 15:00:00,156.0,48.1433,549.0,48.1433
2022-02-03 15:15:00,140.0,45.9867,502.0,45.9867
2022-02-03 15:30:00,128.0,45.0967,452.0,45.0967
2022-02-03 15:45:00,112.0,44.4633,399.0,44.4633
2022-02-03 16:00:00,92.0,43.0,350.0,43.0
2022-02-03 16:15:00,76.0,41.41,299.0,41.41
2022-02-03 16:30:00,60.0,40.1133,249.0,40.1133
2022-02-03 16:45:00,40.0,38.68,198.0,38.68
2022-02-03 17:00:00,28.0,36.51,147.0,36.51
2022-02-03 17:15:00,16.0,34.93,101.0,34.93
2022-02-03 17:30:00,12.0,33.0333,61.0,33.0333
2022-02-03 17:45:00,8.0,31.2533,28.0,31.2533
2022-02-03 18:00:00,0.0,30.0967,11.0,30.0967
2022-02-03 18:15:00,0.0,29.33,0.0,29.33
2022-02-03 18:30:00,0.0,28.8467,,28.8467
2022-02-03 18:45:00,0.0,28.5767,,28.5767
2022-02-03 19:00:00,0.0,28.3733,,28.3733
2022-02-03 19:15:00,0.0,28.2,,28.2
2022-02-03 19:30:00,0.0,28.0667,,28.0667
2022-02-03 19:45:00,0.0,28.03,,28.03
2022-02-03 20:00:00,0.0,27.8933,,27.8933
2022-02-03 20:15:00,0.0,27.8,,27.8
2022-02-03 20:30:00,0.0,27.7833,,27.7833
2022-02-03 20:45:00,0.0,27.7067,,27.7067
2022-02-03 21:00:00,0.0,27.6367,,27.6367
2022-02-03 21:15:00,0.0,27.5,,27.5
2022-02-03 21:30:00,0.0,27.36,,27.36
2022-02-03 21:45:00,0.0,27.4133,,27.4133
2022-02-03 22:00:00,0.0,27.37,,27.37
2022-02-03 22:15:00,0.0,27.29,,27.29
2022-02-03 22:30:00,0.0,27.1567,,27.1567
2022-02-03 22:45:00,0.0,27.0133,,27.0133
2022-02-03 23:00:00,0.0,26.8567,,26.8567
2022-02-03 23:15:00,0.0,26.7833,,26.7833
2022-02-03 23:30:00,0.0,26.7067,,26.7067
2022-02-03 23:45:00,0.0,26.71,,26.71
2022-02-04 00:00:00,0.0,26.6567,,26.6567
2022-02-04 00:15:00,0.0,26.5767,,26.5767
2022-02-04 00:30:00,0.0,26.5,,26.5
2022-02-04 00:45:00,0.0,26.5667,,26.5667
2022-02-04 01:00:00,0.0,26.4967,,26.4967
2022-02-04 01:15:00,0.0,26.4033,,26.4033
2022-02-04 01:30:00,0.0,26.4033,,26.4033
2022-02-04 01:45:00,0.0,26.3233,,26.3233
2022-02-04 02:00:00,0.0,26.2867,,26.2867
2022-02-04 02:15:00,0.0,26.26,,26.26
2022-02-04 02:30:00,0.0,26.22,,26.22
2022-02-04 02:45:00,0.0,26.4167,,26.4167
2022-02-04 03:00:00,0.0,26.7133,,26.7133
2022-02-04 03:15:00,0.0,26.6733,,26.6733
2022-02-04 03:30:00,0.0,26.75,,26.75
2022-02-04 03:45:00,0.0,26.9267,,26.9267
2022-02-04 04:00:00,0.0,26.82,,26.82
2022-02-04 04:15:00,0.0,26.7967,,26.7967
2022-02-04 04:30:00,0.0,26.6033,,26.6033
2022-02-04 04:45:00,0.0,26.3667,,26.3667
2022-02-04 05:00:00,0.0,26.1933,,26.1933
2022-02-04 05:15:00,0.0,26.1,,26.1
2022-02-04 05:30:00,0.0,26.0367,,26.0367
2022-02-04 05:45:00,0.0,25.8767,,25.8767
2022-02-04 06:00:00,0.0,25.82,,25.82
2022-02-04 06:15:00,0.0,25.91,,25.91
2022-02-04 06:30:00,0.4,26.0333,0.0,26.0333
2022-02-04 06:45:00,1.6,26.4967,8.0,26.4967
2022-02-04 07:00:00,6.0,26.8933,22.0,26.8933
2022-02-04 07:15:00,12.4,27.53,48.0,27.53
2022-02-04 07:30:00,19.6,28.6067,75.0,28.6067
2022-02-04 07:45:00,25.6,29.6267,99.0,29.6267
2022-02-04 08:00:00,26.8,30.1,105.0,30.1
2022-02-04 08:15:00,47.6,31.09,178.0,31.09
2022-02-04 08:30:00,77.6,33.75,288.0,33.75
2022-02-04 08:45:00,73.2,35.5633,268.0,35.5633
2022-02-04 09:00:00,84.0,36.73,318.0,36.73
2022-02-04 09:15:00,76.0,37.2,277.0,37.2
2022-02-04 09:30:00,136.0,39.7567,505.0,39.7567
2022-02-04 09:45:00,116.0,43.11,415.0,43.11
2022-02-04 10:00:00,100.0,43.4633,377.0,43.4633
2022-02-04 10:15:00,144.0,40.8633,491.0,40.8633
2022-02-04 10:30:00,96.0,45.22,361.0,45.22
2022-02-04 10:45:00,152.0,43.34,529.0,43.34
2022-02-04 11:00:00,208.0,48.1567,747.0,48.1567
2022-02-04 11:15:00,208.0,51.7367,737.0,51.7367
2022-02-04 11:30:00,200.0,53.9933,764.0,53.9933
2022-02-04 11:45:00,88.0,48.8133,328.0,48.8133
2022-02-04 12:00:00,216.0,50.6167,780.0,50.6167
2022-02-04 12:15:00,172.0,52.1133,611.0,52.1133
2022-02-04 12:30:00,188.0,52.1233,682.0,52.1233
2022-02-04 12:45:00,220.0,56.0033,803.0,56.0033
2022-02-04 13:00:00,212.0,57.2333,781.0,57.2333
2022-02-04 13:15:00,220.0,56.68,811.0,56.68
2022-02-04 13:30:00,208.0,57.6567,781.0,57.6567
2022-02-04 13:45:00,104.0,53.0,412.0,53.0
2022-02-04 14:00:00,128.0,44.21,461.0,44.21
2022-02-04 14:15:00,136.0,46.46,499.0,46.46
2022-02-04 14:30:00,112.0,50.4433,431.0,50.4433
2022-02-04 14:45:00,120.0,45.66,421.0,45.66
2022-02-04 15:00:00,84.0,47.45,323.0,47.45
2022-02-04 15:15:00,36.0,40.74,136.0,40.74
2022-02-04 15:30:00,40.0,38.36,156.0,38.36
2022-02-04 15:45:00,52.0,37.12,201.0,37.12
2022-02-04 16:00:00,28.0,36.3933,109.0,36.3933
2022-02-04 16:15:00,16.0,34.9067,71.0,34.9067
2022-02-04 16:30:00,12.0,33.5233,40.0,33.5233
2022-02-04 16:45:00,12.0,29.8233,38.0,29.8233
2022-02-04 17:00:00,8.0,28.59,37.0,28.59
2022-02-04 17:15:00,12.0,28.32,35.0,28.32
2022-02-04 17:30:00,0.0,28.88,10.0,28.88
2022-02-04 17:45:00,0.0,28.2033,2.0,28.2033
2022-02-04 18:00:00,0.0,25.6967,0.0,25.6967
2022-02-04 18:15:00,0.0,24.4733,0.0,24.4733
2022-02-04 18:30:00,0.0,24.0133,0.0,24.0133
2022-02-04 18:45:00,0.0,23.1433,0.0,23.1433
2022-02-04 19:00:00,0.0,23.4645,0.0,23.4645
2022-02-04 19:15:00,0.0,23.71,0.0,23.71
2022-02-04 19:30:00,0.0,23.5467,0.0,23.5467
2022-02-04 19:45:00,0.0,23.47,0.0,23.47
2022-02-04 20:00:00,0.0,23.4567,0.0,23.4567
2022-02-04 20:15:00,0.0,23.28,0.0,23.28
2022-02-04 20:30:00,0.0,23.25,0.0,23.25
2022-02-04 20:45:00,0.0,23.1667,,23.1667
2022-02-04 21:00:00,0.0,23.2867,0.0,23.2867
2022-02-04 21:15:00,0.0,23.31,0.0,23.31
2022-02-04 21:30:00,0.0,23.3833,0.0,23.3833
2022-02-04 21:45:00,0.0,23.4033,0.0,23.4033
2022-02-04 22:00:00,0.0,23.5,0.0,23.5
2022-02-04 22:15:00,0.0,23.9733,0.0,23.9733
2022-02-04 22:30:00,0.0,24.26,0.0,24.26
2022-02-04 22:45:00,0.0,24.2633,0.0,24.2633
2022-02-04 23:00:00,0.0,24.2267,0.0,24.2267
2022-02-04 23:15:00,0.0,24.1933,0.0,24.1933
2022-02-04 23:30:00,0.0,24.16,0.0,24.16
2022-02-04 23:45:00,0.0,24.1533,0.0,24.1533
2022-02-05 00:00:00,0.0,24.2233,0.0,24.2233
2022-02-05 00:15:00,0.0,24.5267,0.0,24.5267
2022-02-05 00:30:00,0.0,24.82,0.0,24.82
2022-02-05 00:45:00,0.0,24.89,0.0,24.89
2022-02-05 01:00:00,0.0,24.6033,0.0,24.6033
2022-02-05 01:15:00,0.0,24.5933,0.0,24.5933
2022-02-05 01:30:00,0.0,24.3767,,24.3767
2022-02-05 01:45:00,0.0,24.1267,,24.1267
2022-02-05 02:00:00,0.0,24.01,,24.01
2022-02-05 02:15:00,0.0,24.0733,,24.0733
2022-02-05 02:30:00,0.0,24.1233,,24.1233
2022-02-05 02:45:00,0.0,24.3433,0.0,24.3433
2022-02-05 03:00:00,0.0,24.4867,,24.4867
2022-02-05 03:15:00,0.0,24.4033,,24.4033
2022-02-05 03:30:00,0.0,24.4267,,24.4267
2022-02-05 03:45:00,0.0,24.56,0.0,24.56
2022-02-05 04:00:00,0.0,24.5,,24.5
2022-02-05 04:15:00,0.0,24.3633,,24.3633
2022-02-05 04:30:00,0.0,24.31,,24.31
2022-02-05 04:45:00,0.0,24.2233,,24.2233
2022-02-05 05:00:00,0.0,24.3067,,24.3067
2022-02-05 05:15:00,0.0,24.14,,24.14
2022-02-05 05:30:00,0.0,23.7933,,23.7933
2022-02-05 05:45:00,0.0,23.7067,,23.7067
2022-02-05 06:00:00,0.0,24.25,0.0,24.25
2022-02-05 06:15:00,0.0,24.6933,0.0,24.6933
2022-02-05 06:30:00,0.0,24.8567,0.0,24.8567
2022-02-05 06:45:00,0.0,24.9867,5.0,24.9867
2022-02-05 07:00:00,4.0,25.16,14.0,25.16
2022-02-05 07:15:00,4.0,25.47,18.0,25.47
2022-02-05 07:30:00,28.0,26.5467,93.0,26.5467
2022-02-05 07:45:00,36.0,28.2533,141.0,28.2533
2022-02-05 08:00:00,40.0,29.6933,152.0,29.6933
2022-02-05 08:15:00,52.0,30.7567,198.0,30.7567
2022-02-05 08:30:00,76.0,33.6567,289.0,33.6567
2022-02-05 08:45:00,88.0,35.79,324.0,35.79
2022-02-05 09:00:00,92.0,36.84,343.0,36.84
2022-02-05 09:15:00,108.0,37.84,400.0,37.84
2022-02-05 09:30:00,124.0,40.4367,454.0,40.4367
2022-02-05 09:45:00,140.0,42.6,494.0,42.6
2022-02-05 10:00:00,152.0,42.9867,533.0,42.9867
2022-02-05 10:15:00,168.0,45.7,579.0,45.7
2022-02-05 10:30:00,172.0,47.33,605.0,47.33
2022-02-05 10:45:00,180.0,48.79,635.0,48.79
2022-02-05 11:00:00,192.0,48.4333,675.0,48.4333
2022-02-05 11:15:00,200.0,48.0933,693.0,48.0933
2022-02-05 11:30:00,204.0,48.8467,717.0,48.8467
2022-02-05 11:45:00,188.0,50.2567,670.0,50.2567
2022-02-05 12:00:00,212.0,51.67,741.0,51.67
2022-02-05 12:15:00,188.0,51.2533,664.0,51.2533
2022-02-05 12:30:00,188.0,50.6333,659.0,50.6333
2022-02-05 12:45:00,184.0,49.5633,665.0,49.5633
2022-02-05 13:00:00,184.0,49.92,655.0,49.92
2022-02-05 13:15:00,168.0,48.0233,609.0,48.0233
2022-02-05 13:30:00,200.0,51.0433,715.0,51.0433
2022-02-05 13:45:00,156.0,50.7233,557.0,50.7233
2022-02-05 14:00:00,168.0,50.7,598.0,50.7
2022-02-05 14:15:00,164.0,50.31,594.0,50.31
2022-02-05 14:30:00,164.0,49.47,581.0,49.47
2022-02-05 14:45:00,152.0,48.7267,550.0,48.7267
2022-02-05 15:00:00,140.0,49.6467,494.0,49.6467
2022-02-05 15:15:00,120.0,49.0633,438.0,49.0633
2022-02-05 15:30:00,96.0,46.38,341.0,46.38
2022-02-05 15:45:00,76.0,41.8767,286.0,41.8767
2022-02-05 16:00:00,76.0,42.2933,281.0,42.2933
2022-02-05 16:15:00,40.0,39.1367,149.0,39.1367
2022-02-05 16:30:00,40.0,36.84,153.0,36.84
2022-02-05 16:45:00,28.0,36.16,122.0,36.16
2022-02-05 17:00:00,24.0,34.7067,91.0,34.7067
2022-02-05 17:15:00,28.0,33.6833,107.0,33.6833
2022-02-05 17:30:00,12.0,32.8767,53.0,32.8767
2022-02-05 17:45:00,4.0,31.6767,24.0,31.6767
2022-02-05 18:00:00,0.0,30.9367,4.0,30.9367
2022-02-05 18:15:00,0.0,30.38,0.0,30.38
2022-02-05 18:30:00,0.0,29.7933,,29.7933
2022-02-05 18:45:00,0.0,29.3333,,29.3333
2022-02-05 19:00:00,0.0,28.9,,28.9
2022-02-05 19:15:00,0.0,28.63,,28.63
2022-02-05 19:30:00,0.0,28.6433,,28.6433
2022-02-05 19:45:00,0.0,28.46,,28.46
2022-02-05 20:00:00,0.0,28.1433,,28.1433
2022-02-05 20:15:00,0.0,27.9,,27.9
2022-02-05 20:30:00,0.0,27.64,,27.64
2022-02-05 20:45:00,0.0,27.4933,,27.4933
2022-02-05 21:00:00,0.0,27.3967,,27.3967
2022-02-05 21:15:00,0.0,27.2267,,27.2267
2022-02-05 21:30:00,0.0,26.9533,,26.9533
2022-02-05 21:45:00,0.0,26.7567,,26.7567
2022-02-05 22:00:00,0.0,26.5667,,26.5667
2022-02-05 22:15:00,0.0,26.25,,26.25
2022-02-05 22:30:00,0.0,26.11,,26.11
2022-02-05 22:45:00,0.0,25.9767,,25.9767
2022-02-05 23:00:00,0.0,25.9733,,25.9733
2022-02-05 23:15:00,0.0,25.9033,,25.9033
2022-02-05 23:30:00,0.0,25.6567,,25.6567
2022-02-05 23:45:00,0.0,25.4867,,25.4867
